name,country,code
Lorient South Brittany (Bretagne Sud) Airport,FR,LRT
La Roche-sur-Yon Airport,FR,EDM
Landivisiau Air Base,FR,LDV
Caen-Carpiquet Airport,FR,CFR
Le Mans-Arnage Airport,FR,LME
Rennes-Saint-Jacques Airport,FR,RNS
Lannion-CÃ´te de Granit Airport,FR,LAI
Quimper-Cornouaille Airport,FR,UIP
Nantes Atlantique Airport,FR,NTE
Saint-Brieuc-Armor Airport,FR,SBK
Morlaix-Ploujean Airport,FR,MXN
Vannes-Meucon Airport,FR,VNE
Saint-Nazaire-Montoir Airport,FR,SNR
EuroAirport Basel-Mulhouse-Freiburg Airport,FR,BSL
Dijon-Bourgogne Airport,FR,DIJ
Metz-Frescaty (BA 128) Air Base,FR,MZM
Ãpinal-Mirecourt Airport,FR,EPL
Brive-Souillac,FR,BVE
Nancy-Essey Airport,FR,ENC
Fontaine Airport,FR,BOR
Reims-Champagne (BA 112) Air Base,FR,RHE
Strasbourg Airport,FR,SXB
Toulon-HyÃ¨res Airport,FR,TLN
FrÃ©jus Airport,FR,FRJ
NÃ®mes-Arles-Camargue Airport,FR,FNI
La MÃ´le Airport,FR,LTT
Miquelon Airport,PM,MQC
St Pierre Airport,PM,FSP
Andravida Air Base,GR,PYR
Agrinion Air Base,GR,AGQ
Dimokritos Airport,GR,AXD
Athen Helenikon Airport,GR,HEW
Eleftherios Venizelos International Airport,GR,ATH
Nea Anchialos Airport,GR,VOL
Mulan Airport,AU,LGE
Chios Island National Airport,GR,JKH
Porto Cheli Airport,GR,PKH
Ikaria Airport,GR,JIK
Ioannina Airport,GR,IOA
Heraklion International Nikos Kazantzakis Airport,GR,HER
Kastoria National Airport,GR,KSO
Kithira Airport,GR,KIT
Kefallinia Airport,GR,EFL
Kastelorizo Airport,GR,KZS
Kalamata Airport,GR,KLX
Kos Airport,GR,KGS
Karpathos Airport,GR,AOK
Ioannis Kapodistrias International Airport,GR,CFU
Kasos Airport,GR,KSJ
Alexander the Great International Airport,GR,KVA
Kalymnos Airport,GR,JKL
Filippos Airport,GR,KZI
Leros Airport,GR,LRS
Limnos Airport,GR,LXS
Larisa Air Base,GR,LRA
Laiagam Airport,PG,LGM
Mikonos Airport,GR,JMK
Milos Airport,GR,MLO
Mytilene International Airport,GR,MJT
Linga Linga Airport,PG,LGN
Naxos Airport,GR,JNX
Paros National Airport,GR,PAS
Astypalaia Airport,GR,JTY
Aktion National Airport,GR,PVK
Diagoras Airport,GR,RHO
Araxos Airport,GR,GPA
Chania International Airport,GR,CHQ
Skiathos Island National Airport,GR,JSI
Samos Airport,GR,SMI
Syros Airport,GR,JSY
Sparti Airport,GR,SPJ
Santorini Airport,GR,JTR
Sitia Airport,GR,JSH
Skiros Airport,GR,SKU
Thessaloniki Macedonia International Airport,GR,SKG
"Zakynthos International Airport ""Dionysios Solomos""",GR,ZTH
Budapest Liszt Ferenc International Airport,HU,BUD
Debrecen International Airport,HU,DEB
Miskolc Airport,HU,MCQ
Lehu Airport,PG,LHP
PÃ©cs-PogÃ¡ny Airport,HU,PEV
HÃ©vÃ­zâBalaton Airport,HU,SOB
TaszÃ¡r Air Base,HU,TZR
L'AquilaâPreturo Airport,IT,QAQ
Crotone Airport,IT,CRV
Bari Karol WojtyÅa Airport,IT,BRI
"Foggia ""Gino Lisa"" Airport",IT,FOG
"Taranto-Grottaglie ""Marcello Arlotta"" Airport",IT,TAR
Lecce Galatina Air Base,IT,LCC
Pescara International Airport,IT,PSR
Brindisi â Salento Airport,IT,BDS
Lamezia Terme Airport,IT,SUF
Comiso Airport,IT,CIY
Catania-Fontanarossa Airport,IT,CTA
Lampedusa Airport,IT,LMP
Pantelleria Airport,IT,PNL
FalconeâBorsellino Airport,IT,PMO
Reggio Calabria Airport,IT,REG
Vincenzo Florio Airport Trapani-Birgi,IT,TPS
Sigonella Navy Air Base,IT,NSY
Belluno Airport,IT,BLX
Cortina Airport,IT,CDF
Ravenna Airport,IT,RAN
Alghero-Fertilia Airport,IT,AHO
Decimomannu Air Base,IT,DCI
Cagliari Elmas Airport,IT,CAG
Olbia Costa Smeralda Airport,IT,OLB
Oristano-Fenosu Airport,IT,FNU
TortolÃ¬ Airport,IT,TTB
Malpensa International Airport,IT,MXP
Milan Bergamo Airport,IT,BGY
Turin Airport,IT,TRN
Villanova D'Albenga International Airport,IT,ALL
Genoa Cristoforo Colombo Airport,IT,GOA
Milano Linate Airport,IT,LIN
Parma Airport,IT,PMF
Aosta Airport,IT,AOT
Cuneo International Airport,IT,CUF
Aviano Air Base,IT,AVB
Bolzano Airport,IT,BZO
Udine-Campoformido Air Base,IT,UDN
Bologna Guglielmo Marconi Airport,IT,BLQ
Treviso-Sant'Angelo Airport,IT,TSF
ForlÃ¬ Airport,IT,FRL
Brescia Airport,IT,VBS
TriesteâFriuli Venezia Giulia Airport,IT,TRS
Federico Fellini International Airport,IT,RMI
Vicenza Airport,IT,VIC
Padova Airport,IT,QPA
Verona Villafranca Airport,IT,VRN
Ancona Falconara Airport,IT,AOI
Venice Marco Polo Airport,IT,VCE
Lucca-Tassignano Airport,IT,LCV
Rieti Airport,IT,QRT
Siena-Ampugnano Airport,IT,SAY
Sarzana-Luni Air Base,IT,QLP
CiampinoâG. B. Pastine International Airport,IT,CIA
Leonardo da VinciâFiumicino Airport,IT,FCO
Salerno Costa d'Amalfi Airport,IT,QSR
Marina Di Campo Airport,IT,EBA
Latina Air Base,IT,QLT
Naples International Airport,IT,NAP
Pisa International Airport,IT,PSA
Peretola Airport,IT,FLR
Grosseto Air Base,IT,GRS
Perugia San Francesco d'Assisi â Umbria International Airport,IT,PEG
Ljubljana JoÅ¾e PuÄnik Airport,SI,LJU
Maribor Airport,SI,MBX
Portoroz Airport,SI,POW
Lekana Airport,CG,LKC
HoleÅ¡ov Airport,CZ,GTW
Kunovice Airport,CZ,UHE
Karlovy Vary International Airport,CZ,KLV
MariÃ¡nskÃ© LÃ¡znÄ Airport,CZ,MKA
Ostrava Leos JanÃ¡Äek Airport,CZ,OSR
Olomouc Airport,CZ,OLO
Pardubice Airport,CZ,PED
PÅerov Air Base,CZ,PRV
VÃ¡clav Havel Airport Prague,CZ,PRG
Brno-TuÅany Airport,CZ,BRQ
Vodochody Airport,CZ,VOD
Zabreh Ostrava Airport,CZ,ZBE
Ben Gurion International Airport,IL,TLV
Beersheba (Teyman) Airport,IL,BEV
Ramon Airport,IL,ETM
Eilat Airport,IL,ETH
Ein Yahav Airfield,IL,EIY
Reginaldo Hammer Airport,HN,LLH
Haifa International Airport,IL,HFA
Ben Ya'akov Airport,IL,RPN
Kiryat Shmona Airport,IL,KSW
Lissadell Airport,AU,LLL
Bar Yehuda Airfield,IL,MTZ
Nevatim Air Base,IL,VTM
Ovda International Airport,IL,VDA
Ramon Air Base,IL,MIP
Sde Dov Airport,IL,SDV
Yotvata Airfield,IL,YOT
La Macarena Airport,CO,LMC
Xewkija Heliport,MT,GZM
Malta International Airport,MT,MLA
Palma Airport,MZ,LMZ
Lengbati Airport,PG,LNC
Munbil Airport,PG,LNF
Langimar Airport,PG,LNM
Monaco Heliport,MC,MCM
Loani Airport,PG,LNQ
Loen Airport,MH,LOF
Hohenems-Dornbirn Airfield,AT,HOH
Francisco Primo de Verdad y Ramos Airport,MX,LOM
Lowe AHP (Fort Rucker) Heliport,US,LOR
Graz Airport,AT,GRZ
Innsbruck Airport,AT,INN
Klagenfurt Airport,AT,KLU
Linz HÃ¶rsching Airport,AT,LNZ
Salzburg Airport,AT,SZG
Vienna International Airport,AT,VIE
Alverca Air Base,PT,AVR
Santa Maria Airport,PT,SMA
BraganÃ§a Airport,PT,BGC
Beja Airport / Airbase,PT,BYJ
Braga Municipal Aerodrome,PT,BGZ
Aerodromo de Chaves,PT,CHV
Corvo Airport,PT,CVU
Cascais Airport,PT,CAT
Flores Airport,PT,FLW
Faro Airport,PT,FAO
Graciosa Airport,PT,GRW
Horta Airport,PT,HOR
Lajes Airport,PT,TER
Madeira Airport,PT,FNC
Monte Real Air Base,PT,QLR
JoÃ£o Paulo II Airport,PT,PDL
Pico Airport,PT,PIX
PortimÃ£o Airport,PT,PRM
Francisco de SÃ¡ Carneiro Airport,PT,OPO
Porto Santo Airport,PT,PXO
Humberto Delgado Airport (Lisbon Portela Airport),PT,LIS
Sines Airport,PT,SIE
SÃ£o Jorge Airport,PT,SJZ
Vila Real Airport,PT,VRL
Aerodromo Goncalves Lobato (Viseu Airport),PT,VSE
Banja Luka International Airport,BA,BNX
Mostar International Airport,BA,OMO
Sarajevo International Airport,BA,SJJ
Tuzla International Airport,BA,TZL
Arad International Airport,RO,ARW
BacÄu Airport,RO,BCM
MaramureÈ International Airport,RO,BAY
BÄneasa International Airport,RO,BBU
Mihail KogÄlniceanu International Airport,RO,CND
Cluj-Napoca International Airport,RO,CLJ
CaransebeÅ Airport,RO,CSB
Craiova Airport,RO,CRA
IaÅi Airport,RO,IAS
Sharpe AAF,US,LRO
Oradea International Airport,RO,OMR
Henri CoandÄ International Airport,RO,OTP
Sibiu International Airport,RO,SBZ
Satu Mare Airport,RO,SUJ
Suceava Stefan cel Mare Airport,RO,SCV
Tulcea Airport,RO,TCE
Transilvania TÃ¢rgu MureÅ International Airport,RO,TGM
TimiÅoara Traian Vuia Airport,RO,TSR
Geneva Cointrin International Airport,CH,GVA
Neuchatel Airport,CH,QNC
Sion Airport,CH,SIR
Emmen Air Base,CH,EML
Interlaken Air Base,CH,ZIN
Lugano Airport,CH,LUG
Bern Belp Airport,CH,BRN
Buochs Airport,CH,BXO
Ascona Airport,CH,ACO
Grenchen Airport,CH,ZHI
ZÃ¼rich Airport,CH,ZRH
Locarno Airport,CH,ZJI
St Gallen Altenrhein Airport,CH,ACH
Samedan Airport,CH,SMV
GÃ¶kÃ§eada Airport,TR,GKD
EsenboÄa International Airport,TR,ESB
Etimesgut Air Base,TR,ANK
Adana Airport,TR,ADA
Ä°ncirlik Air Base,TR,UAB
Afyon Airport,TR,AFY
Antalya International Airport,TR,AYT
Gaziantep International Airport,TR,GZT
Kastamonu Airport,TR,KFS
Konya Airport,TR,KYA
Amasya Merzifon Airport,TR,MZH
Sivas Nuri DemiraÄ Airport,TR,VAS
Zonguldak Airport,TR,ONQ
Malatya ErhaÃ§ Airport,TR,MLX
Kayseri Erkilet Airport,TR,ASR
Tokat Airport,TR,TJK
Ãardak Airport,TR,DNZ
NevÅehir Kapadokya Airport,TR,NAV
Latrobe Airport,AU,LTB
AtatÃ¼rk International Airport,TR,ISL
ÃÄ±ldÄ±r Airport,TR,CII
Bursa Airport,TR,BTZ
BalÄ±kesir Merkez Airport,TR,BZI
BandÄ±rma Airport,TR,BDM
Ãanakkale Airport,TR,CKZ
EskiÅehir Air Base,TR,ESK
Adnan Menderes International Airport,TR,ADB
ÃiÄli Airport,TR,IGL
UÅak Airport,TR,USQ
Cengiz Topel Airport,TR,KCO
Bursa YeniÅehir Airport,TR,YEI
Dalaman International Airport,TR,DLM
TekirdaÄ Ãorlu Airport,TR,TEQ
ImsÄ±k Airport,TR,BXN
Anadolu Airport,TR,AOE
Zafer Airport,TR,KZR
ElazÄ±Ä Airport,TR,EZS
Diyarbakir Airport,TR,DIY
Erzincan Airport,TR,ERC
Erzurum International Airport,TR,ERZ
Kars Airport,TR,KSY
Trabzon International Airport,TR,TZX
ÅanlÄ±urfa Airport,TR,SFQ
Van Ferit Melen Airport,TR,VAN
Batman Airport,TR,BAL
MuÅ Airport,TR,MSR
Siirt Airport,TR,SXZ
Sinop Airport,TR,NOP
KahramanmaraÅ Airport,TR,KCM
AÄrÄ± Airport,TR,AJI
AdÄ±yaman Airport,TR,ADF
Mardin Airport,TR,MQM
ÅanlÄ±urfa GAP Airport,TR,GNY
ÅÄ±rnak Åerafettin ElÃ§i Airport,TR,NKT
Hakkari YÃ¼ksekova Airport,TR,YKO
Hatay Airport,TR,HTY
Leitre Airport,PG,LTF
SÃ¼leyman Demirel International Airport,TR,ISE
BalÄ±kesir KÃ¶rfez Airport,TR,EDO
Milas Bodrum International Airport,TR,BJV
Samsun ÃarÅamba Airport,TR,SZF
Sabiha GÃ¶kÃ§en International Airport,TR,SAW
Istanbul Airport,TR,IST
GazipaÅa Airport,TR,GZP
Lathrop Wells Airport / Jackass Aeropark,US,LTH
BÄlÈi International Airport,MD,BZY
ChiÅinÄu International Airport,MD,KIV
Lublin Airport,PL,LUZ
Santana do Livramento Airport,BR,LVB
Yasser Arafat International Airport,PS,GZA
Lebak Rural Airport,PH,LWA
Ohrid St. Paul the Apostle Airport,MK,OHD
Skopje International Airport,MK,SKP
Gibraltar Airport,GI,GIB
Brak Airport,LY,BCQ
Martubah Airport,LY,DNF
Misratah Airport,LY,MRA
Ubari Airport,LY,QUB
Belgrade Nikola Tesla Airport,RS,BEG
Berane Airport,ME,IVG
Batajnica Air Base,RS,BJY
Morava Airport,RS,KVO
Nis Airport,RS,INI
Cenej Airport,RS,QND
Podgorica Airport,ME,TGD
Tivat Airport,ME,TIV
M. R. Å tefÃ¡nik Airport,SK,BTS
KoÅ¡ice Airport,SK,KSC
LuÄenec Airport,SK,LUE
PieÅ¡Å¥any Airport,SK,PZY
PreÅ¡ov Air Base,SK,POV
SliaÄ Airport,SK,SLD
Poprad-Tatry Airport,SK,TAT
Å½ilina Airport,SK,ILZ
Drummond Airport,US,DRU
Goulimime Airport,MA,GLN
Ware Airport,US,UWA
Mamai Airport,PG,MAP
JAGS McCartney International Airport,TC,GDT
Middle Caicos Airport,TC,MDS
North Caicos Airport,TC,NCA
Pine Cay Airport,TC,PIC
Providenciales Airport,TC,PLS
South Caicos Airport,TC,XSC
Salt Cay Airport,TC,SLX
Maria Montez International Airport,DO,BRX
Cabo Rojo Airport,DO,CBJ
SamanÃ¡ El Catey International Airport,DO,AZS
Constanza - ExpediciÃ³n 14 de Junio National Airport,DO,COZ
Herrera Airport,DO,HEX
La Isabela International Airport,DO,JBQ
Casa De Campo International Airport,DO,LRM
Punta Cana International Airport,DO,PUJ
Samana El Portillo Airport,DO,EPS
Gregorio Luperon International Airport,DO,POP
Medfra Airport,US,MDR
Las AmÃ©ricas International Airport,DO,SDQ
San Juan Airport,DO,SJM
Cibao International Airport,DO,STI
MÃ©douneu Airport,GQ,MDV
Loring International Airport,US,LIZ
Melfi Airport,TD,MEF
Ambohibary Airport,MG,OHB
Doany Airport,MG,DOA
Coban Airport,GT,CBV
Carmelita Airport,GT,CMM
Coatepeque Airport,GT,CTF
Margarima Airport,PG,MGG
La Aurora Airport,GT,GUA
Huehuetenango Airport,GT,HUG
Matagorda Island Air Force Base,US,MGI
Melchor de Mencos Airport,GT,MCR
Manega Airport,GA,MGO
Manga Airport,PG,MGP
Puerto Barrios Airport,GT,PBR
PoptÃºn Airport,GT,PON
Santa Cruz del Quiche Airport,GT,AQB
Quezaltenango Airport,GT,AAZ
Rubelsanto Airport,GT,RUV
Las Vegas Airport,GT,LCF
Retalhuleu Airport,GT,RER
San JosÃ© Airport,GT,GSJ
Mundo Maya International Airport,GT,FRS
Ailuk Airport,MH,AIM
Aur Island Airport,MH,AUL
Enyu Airfield,MH,BII
Ebadon Airport,MH,EBN
Jabot Airport,MH,JAT
Jeh Airport,MH,JEJ
Kaben Airport,MH,KBT
Likiep Airport,MH,LIK
Lae Island Airport,MH,LML
Maloelap Island Airport,MH,MAV
Mejit Atoll Airport,MH,MJB
Majkin Airport,MH,MJE
Namorik Atoll Airport,MH,NDK
Rongelap Island Airport,MH,RNP
Tinak Airport,MH,TIC
Jaluit Airport,MH,UIT
Woja Airport,MH,WJA
Wotje Atoll Airport,MH,WTE
Wotho Island Airport,MH,WTO
Ahuas Airport,HN,AHS
Brus Laguna Airport,HN,BHG
Catacamas Airport,HN,CAA
Colon Airport,HN,MRJ
Carta Airport,HN,LUI
Coyoles Airport,HN,CYL
Cauquira Airport,HN,CDD
El ArrayÃ¡n Airport,HN,OAN
Celaque Airport,HN,GAC
Iriona Airport,HN,IRN
Jicalapa Airport,HN,GUO
Jutigalpa airport,HN,JUT
Goloson International Airport,HN,LCE
La Esperanza Airport,HN,LEZ
RamÃ³n Villeda Morales International Airport,HN,SAP
Hooker County Airport,US,MHN
La Laguna Airport,HN,GJA
Palacios Airport,HN,PCH
Puerto Lempira Airport,HN,PEU
Juan Manuel Galvez International Airport,HN,RTB
Santa Rosa de CopÃ¡n Airport,HN,SDH
CopÃ¡n Ruinas Airport,HN,RUY
Coronel Enrique Soto Cano Air Base,HN,XPL
Tela Airport,HN,TEA
ToncontÃ­n International Airport,HN,TGU
Trujillo Airport,HN,TJI
Sulaco Airport,HN,SCD
Utila Airport,HN,UII
Morehead Airport,PG,MHY
Yoro Airport,HN,ORO
Mainoru Airstrip,AU,MIZ
Moki Airport,PG,MJJ
Maganja da Costa Airport,MZ,MJS
Boscobel Aerodrome,JM,OCJ
Norman Manley International Airport,JM,KIN
Sangster International Airport,JM,MBJ
Ken Jones Airport,JM,POT
Malekolon Airport,PG,MKN
Negril Airport,JM,NEG
Tinson Pen Airport,JM,KTP
Mili Island Airport,MH,MIJ
Malalaua Airport,PG,MLQ
Hinthada Airport,MM,HEB
Cupul Airport,MX,TZM
General Juan N Alvarez International Airport,MX,ACA
Del Norte International Airport,MX,NTR
JesÃºs TerÃ¡n Paredo International Airport,MX,AGU
BahÃ­as de Huatulco International Airport,MX,HUX
Cananea National Airport,MX,CNA
General Mariano Matamoros Airport,MX,CVJ
Ciudad AcuÃ±a New International Airport,MX,ACN
Ciudad del Carmen International Airport,MX,CME
Nuevo Casas Grandes Airport,MX,NCG
Bachigualato Federal International Airport,MX,CUL
Chetumal International Airport,MX,CTM
Ciudad ObregÃ³n International Airport,MX,CEN
San Antonio Copalar Airport,MX,CJT
Ingeniero Alberto AcuÃ±a Ongay International Airport,MX,CPE
Abraham GonzÃ¡lez International Airport,MX,CJS
Chichen Itza International Airport,MX,CZA
General Roberto Fierro Villalobos International Airport,MX,CUU
General Pedro Jose Mendez International Airport,MX,CVM
Captain Rogelio Castillo National Airport,MX,CYW
Cozumel International Airport,MX,CZM
Ciudad ConstituciÃ³n Airport,MX,CUA
Ciudad Mante National Airport,MX,MMC
General Guadalupe Victoria International Airport,MX,DGO
Amado Nervo National Airport,MX,TPQ
Ensenada International Airport / El Cipres Air Base,MX,ESE
Don Miguel Hidalgo Y Costilla International Airport,MX,GDL
General JosÃ© MarÃ­a YÃ¡Ã±ez International Airport,MX,GYM
Guerrero Negro Airport,MX,GUB
Tehuacan Airport,MX,TCN
General Ignacio P. Garcia International Airport,MX,HMO
Licenciado Miguel de la Madrid Airport,MX,CLQ
Isla Mujeres Airport,MX,ISJ
Plan De Guadalupe International Airport,MX,SLW
Ixtepec Airport,MX,IZT
El Lencero Airport,MX,JAL
Atizapan De Zaragoza Airport,MX,AZP
LÃ¡zaro CÃ¡rdenas Airport,MX,LZC
Valle del Fuerte International Airport,MX,LMM
Del BajÃ­o International Airport,MX,BJX
Manuel MÃ¡rquez de LeÃ³n International Airport,MX,LAP
Loreto International Airport,MX,LTO
General Servando Canales International Airport,MX,MAM
Licenciado Manuel Crescencio Rejon Int Airport,MX,MID
Mulege Airport,MX,MUG
General Rodolfo SÃ¡nchez Taboada International Airport,MX,MXL
General Francisco J. Mujica International Airport,MX,MLM
MinatitlÃ¡n/Coatzacoalcos National Airport,MX,MTT
Monclova International Airport,MX,LOV
Licenciado Benito Juarez International Airport,MX,MEX
General Mariano Escobedo International Airport,MX,MTY
General Rafael Buelna International Airport,MX,MZT
Nogales International Airport,MX,NOG
QuetzalcÃ³atl International Airport,MX,NLD
XoxocotlÃ¡n International Airport,MX,OAX
El TajÃ­n National Airport,MX,PAZ
Hermanos SerdÃ¡n International Airport,MX,PBC
Piedras Negras International Airport,MX,PDS
Punta Colorada Airport,MX,PCO
Licenciado y General Ignacio Lopez Rayon Airport,MX,UPN
Palenque International Airport,MX,PQM
Licenciado Gustavo DÃ­az Ordaz International Airport,MX,PVR
Puerto Escondido International Airport,MX,PXM
QuerÃ©taro Intercontinental Airport,MX,QRO
General Lucio Blanco International Airport,MX,REX
San Cristobal de las Casas Airport,MX,SZT
Los Cabos International Airport,MX,SJD
San Felipe International Airport,MX,SFH
Santa Lucia Air Force Base,MX,NLU
Ponciano Arriaga International Airport,MX,SLP
Francisco Sarabia International Airport,MX,TRC
Angel Albino Corzo International Airport,MX,TGZ
General Abelardo L. RodrÃ­guez International Airport,MX,TIJ
General Francisco Javier Mina International Airport,MX,TAM
Tamuin Airport,MX,TSL
Licenciado Adolfo Lopez Mateos International Airport,MX,TLC
Tapachula International Airport,MX,TAP
CancÃºn International Airport,MX,CUN
Mal Airport,PG,MMV
Carlos Rovirosa PÃ©rez International Airport,MX,VSA
General Heriberto Jara International Airport,MX,VER
General Leobardo C. Ruiz International Airport,MX,ZCL
Ixtapa Zihuatanejo International Airport,MX,ZIH
Zamora Airport,MX,ZMM
Playa De Oro International Airport,MX,ZLO
Mandalgobi Airport,MN,MXW
Bluefields Airport,NI,BEF
San Pedro Airport,NI,BZA
Costa Esmeralda Airport,NI,ECI
Corn Island,NI,RNI
Augusto C. Sandino (Managua) International Airport,NI,MGA
Nueva Guinea Airport,NI,NVG
Maron Island Airport,PG,MNP
Puerto Cabezas Airport,NI,PUZ
Rosita Airport,NI,RFS
San Carlos,NI,NCR
Siuna,NI,SIU
Waspam Airport,NI,WSP
Maleo Airport,ID,MOH
Capt Justiniano Montenegro Airport,PA,PDM
Bocas Del Toro International Airport,PA,BOC
Alonso Valderrama Airport,PA,CTD
Cap Manuel NiÃ±o International Airport,PA,CHX
Enrique Malek International Airport,PA,DAV
Enrique Adolfo Jimenez Airport,PA,ONX
Makini Airport,PG,MPG
Panama Pacific International Airport,PA,BLB
Mamitupo Airport,PA,MPI
JaquÃ© Airport,PA,JQE
Captain Ramon Xatruch Airport,PA,PLP
Marcos A. Gelabert International Airport,PA,PAC
Puerto Obaldia Airport,PA,PUE
Scarlett Martinez International Airport,PA,RIH
Ruben Cantu Airport,PA,SYP
Tocumen International Airport,PA,PTY
Mapua(Mabua) Airport,PG,MPU
El Porvenir Airport,PA,PVE
San Blas Airport,PA,NBL
Miyanmin Airport,PG,MPX
Malam Airport,PG,MQO
Arenal Airport,CR,FON
Aerotortuguero Airport,CR,TTQ
Buenos Aires Airport,CR,BAI
Barra del Colorado Airport,CR,BCL
Coto 47 Airport,CR,OTR
Chacarita Airport,CR,JAP
Playa Samara/Carrillo Airport,CR,PLD
Drake Bay Airport,CR,DRK
Flamingo Airport,CR,FMG
Golfito Airport,CR,GLF
Guapiles Airport,CR,GPL
Islita Airport,CR,PBP
Daniel Oduber Quiros International Airport,CR,LIR
Los Chiles Airport,CR,LSL
Limon International Airport,CR,LIO
Mojica Airport,CR,CSC
Guanacaste Airport,CR,NCT
Nosara Airport,CR,NOB
Juan Santamaria International Airport,CR,SJO
Puerto Jimenez Airport,CR,PJM
Palmar Sur Airport,CR,PMZ
Tobias Bolanos International Airport,CR,SYQ
Quepos Managua Airport,CR,XQP
Rio Frio / Progreso Airport,CR,RFR
San Isidro del General Airport,CR,IPZ
San Vito De Java Airport,CR,TOO
Moroak Airport,AU,MRT
Tamarindo Airport,CR,TNO
Tambor Airport,CR,TMU
Upala Airport,CR,UPL
Marigot Seaplane Base,MF,MSB
MonseÃ±or Ãscar Arnulfo Romero International Airport,SV,SAL
Les Cayes Airport,HT,CYA
Cap Haitien International Airport,HT,CAP
Metro Field,US,MTX
Jacmel Airport,HT,JAK
JÃ©rÃ©mie Airport,HT,JEE
Toussaint Louverture International Airport,HT,PAP
Port-de-Paix Airport,HT,PAX
Montepuez Airport,MZ,MTU
Gustavo Rizo Airport,CU,BCA
Las Brujas Airport,CU,BWW
Carlos Manuel de Cespedes Airport,CU,BYM
Maximo Gomez Airport,CU,AVI
Jardines Del Rey Airport,CU,CCC
Jaime Gonzalez Airport,CU,CFG
Vilo AcuÃ±a International Airport,CU,CYO
Ignacio Agramonte International Airport,CU,CMW
ColÃ³n Airport,CU,QCO
Antonio Maceo International Airport,CU,SCU
Leeward Point Field,CU,NBW
Mariana Grajales Airport,CU,GAO
JosÃ© MartÃ­ International Airport,CU,HAV
Frank Pais International Airport,CU,HOG
Kawama Airport,CU,VRO
La Coloma Airport,CU,LCL
Punta de Maisi Airport,CU,UMA
Mayajigua Airport,CU,MJG
Orestes Acosta Airport,CU,MOA
Sierra Maestra Airport,CU,MZO
San Nicolas De Bari Airport,CU,QSN
Nicaro Airport,CU,ICR
Rafael Cabrera Airport,CU,GER
Playa Baracoa Airport,CU,UPB
Pinar Del Rio Airport,CU,QPD
Abel Santamaria Airport,CU,SNU
San Julian Air Base,CU,SNJ
Siguanea Airport,CU,SZJ
Sancti Spiritus Airport,CU,USS
Alberto Delgado Airport,CU,TND
Juan Gualberto Gomez International Airport,CU,VRA
Hermanos Ameijeiras Airport,CU,VTU
Manetai Airport,PG,MVI
Gerrard Smith International Airport,KY,CYB
Edward Bodden Airfield,KY,LYB
Owen Roberts International Airport,KY,GCM
Motswari Airport,ZA,MWR
Abreojos Airport,MX,AJS
Pablo L. Sidar Airport,MX,AZG
Playa del Carmen Airport,MX,PCM
Punta Chivato Airport,MX,PCV
Salina Cruz Naval Air Station,MX,SCX
San Ignacio Airport,MX,SGM
Tulum Naval Air Station,MX,TUY
San Luis RÃ­o Colorado Airport,MX,UAC
Ãlamos Airport,MX,XAL
Monticello Airport,US,MXC
Mindik Airport,PG,MXK
Moussoro Airport,TD,MXR
Genting Airport,MY,GTB
Sungei Tekai Airport,MY,GTK
Long Banga Airport,MY,LBP
Long Lama Airport,MY,LLM
Mostyn Airport,MY,MZS
Sipitang Airport,MY,SPT
Clarence A. Bain Airport,BS,MAY
Andros Town Airport,BS,ASD
Congo Town Airport,BS,TZN
Leonard M Thompson International Airport,BS,MHH
San Andros Airport,BS,SAQ
Spring Point Airport,BS,AXP
Treasure Cay Airport,BS,TCB
Abaco I Walker C Airport,BS,WKR
Chub Cay Airport,BS,CCZ
Great Harbour Cay Airport,BS,GHC
South Bimini Airport,BS,BIM
Arthur's Town Airport,BS,ATC
New Bight Airport,BS,TBI
Cat Cay Airport,BS,CXY
Colonel Hill Airport,BS,CRI
Pitts Town Airport,BS,PWN
Exuma International Airport,BS,GGT
North Eleuthera Airport,BS,ELH
Governor's Harbour Airport,BS,GHB
Normans Cay Airport,BS,NMC
Rock Sound Airport,BS,RSD
Staniel Cay Airport,BS,TYM
Grand Bahama International Airport,BS,FPO
Auxiliary Airfield,BS,GBI
West End Airport,BS,WTD
Inagua Airport,BS,IGA
May Creek Airport,US,MYK
Deadman's Cay Airport,BS,LGI
Stella Maris Airport,BS,SML
Mayaguana Airport,BS,MYG
Lynden Pindling International Airport,BS,NAS
Nassau Paradise Island Airport,BS,PID
Duncan Town Airport,BS,DCT
Rum Cay Airport,BS,RCY
Moyale Airport,ET,MYS
San Salvador Airport,BS,ZSA
Menyamya Airport,PG,MYX
Cape Eleuthera Airport,BS,CEL
Magaruque Airport,MZ,MFW
Paradise Island Airport,MZ,NTC
Ibo Airport,MZ,IBO
ChokwÃ© Airport,MZ,TGS
Philip S. W. Goldson International Airport,BZ,BZE
Manatee Airport,BZ,MZE
San Ignacio Town (Maya Flats) Airstrip,BZ,CYD
Griswold Airport,US,MPE
Ine Airport,MH,IMI
Bagani Airport,NA,BQI
Changbaishan Airport,CN,NBS
Aitutaki Airport,CK,AIT
Enua Airport,CK,AIU
Mangaia Island Airport,CK,MGS
Manihiki Island Airport,CK,MHX
Mauke Airport,CK,MUK
Mitiaro Island Airport,CK,MOI
Pukapuka Island Airport,CK,PZK
Tongareva Airport,CK,PYE
Rarotonga International Airport,CK,RAR
Namudi Airport,PG,NDI
